REQUEST_ID,STAFF_ID
REQ004423,STA011
REQ004424,STA012
REQ004425,STA001
REQ004426,STA011
REQ004427,STA002
REQ004428,STA009
REQ004429,STA005
REQ004430,STA009
REQ004431,STA017
REQ004432,STA011
REQ004433,STA020
REQ004434,STA018
REQ004435,STA004
REQ004436,STA011
REQ004437,STA020
REQ004438,STA020
REQ004439,STA020
REQ004440,STA013
REQ004441,STA012
REQ004442,STA015
REQ004443,STA017
REQ004444,STA012
REQ004445,STA007
REQ004446,STA014
REQ004447,STA001
REQ004448,STA013
REQ004449,STA009
REQ004450,STA019
REQ004451,STA005
REQ004452,STA013
REQ004453,STA001
REQ004454,STA008
REQ004455,STA018
REQ004456,STA008
REQ004457,STA006
REQ004458,STA015
REQ004459,STA014
REQ004460,STA016
REQ004461,STA019
REQ004462,STA020
REQ004463,STA009
REQ004464,STA014
REQ004465,STA011
REQ004466,STA004
REQ004467,STA003
REQ004468,STA012
REQ004469,STA012
REQ004470,STA013
REQ004471,STA017
REQ004472,STA014
REQ004473,STA009
REQ004474,STA012
REQ004475,STA001
REQ004476,STA004
REQ004477,STA003
REQ004478,STA001
REQ004479,STA018
REQ004480,STA013
REQ004481,STA014
REQ004482,STA015
REQ004483,STA016
REQ004484,STA018
REQ004485,STA017
REQ004486,STA006
REQ004487,STA017
REQ004488,STA005
REQ004489,STA016
REQ004490,STA007
REQ004491,STA018
REQ004492,STA004
REQ004493,STA015
REQ004494,STA014
REQ004495,STA001
REQ004496,STA012
REQ004497,STA008
REQ004498,STA008
REQ004499,STA014
REQ004500,STA012
REQ004501,STA001
REQ004502,STA008
REQ004503,STA001
REQ004504,STA015
REQ004505,STA015
REQ004506,STA012
REQ004507,STA007
REQ004508,STA005
REQ004509,STA019
REQ004510,STA016
REQ004511,STA016
REQ004512,STA016
REQ004513,STA010
REQ004514,STA013
REQ004515,STA011
REQ004516,STA010
REQ004517,STA020
REQ004518,STA012
REQ004519,STA008
REQ004520,STA007
REQ004521,STA009
REQ004522,STA010
REQ004523,STA011
REQ004524,STA007
REQ004525,STA005
REQ004526,STA004
REQ004527,STA010
REQ004528,STA005
REQ004529,STA015
REQ004530,STA011
REQ004531,STA009
REQ004532,STA013
REQ004533,STA001
REQ004534,STA008
REQ004535,STA006
REQ004536,STA020
REQ004537,STA011
REQ004538,STA011
REQ004539,STA009
REQ004540,STA015
REQ004541,STA002
REQ004542,STA019
REQ004543,STA005
REQ004544,STA001
REQ004545,STA019
REQ004546,STA002
REQ004547,STA016
REQ004548,STA003
REQ004549,STA016
REQ004550,STA007
REQ004551,STA011
REQ004552,STA002
REQ004553,STA002
REQ004554,STA005
REQ004555,STA004
REQ004556,STA002
REQ004557,STA006
REQ004558,STA001
REQ004559,STA005
REQ004560,STA010
REQ004561,STA002
REQ004562,STA007
REQ004563,STA013
REQ004564,STA013
REQ004565,STA003
REQ004566,STA014
REQ004567,STA017
REQ004568,STA004
REQ004569,STA016
REQ004570,STA020
REQ004571,STA007
REQ004572,STA010
REQ004573,STA018
REQ004574,STA007
REQ004575,STA002
REQ004576,STA006
REQ004577,STA008
REQ004578,STA009
REQ004579,STA009
REQ004580,STA003
REQ004581,STA013
REQ004582,STA003
REQ004583,STA017
REQ004584,STA018
REQ004585,STA002
REQ004586,STA014
REQ004587,STA003
REQ004588,STA020
REQ004589,STA007
REQ004590,STA005
REQ004591,STA010
REQ004592,STA007
REQ004593,STA004
REQ004594,STA004
REQ004595,STA018
REQ004596,STA018
REQ004597,STA011
REQ004598,STA014
REQ004599,STA014
REQ004600,STA018
REQ004601,STA007
REQ004602,STA019
REQ004603,STA018
REQ004604,STA008
REQ004605,STA010
REQ004606,STA002
REQ004607,STA008
REQ004608,STA018
REQ004609,STA006
REQ004610,STA012
REQ004611,STA001
REQ004612,STA010
REQ004613,STA001
REQ004614,STA007
REQ004615,STA011
REQ004616,STA009
REQ004617,STA010
REQ004618,STA007
REQ004619,STA013
REQ004620,STA018
REQ004621,STA007
REQ004622,STA009
REQ004623,STA009
REQ004624,STA004
REQ004625,STA007
REQ004626,STA018
REQ004627,STA011
REQ004628,STA007
REQ004629,STA004
REQ004630,STA001
REQ004631,STA011
REQ004632,STA019
REQ004633,STA015
REQ004634,STA020
REQ004635,STA020
REQ004636,STA002
REQ004637,STA009
REQ004638,STA007
REQ004639,STA015
REQ004640,STA005
REQ004641,STA005
REQ004642,STA006
REQ004643,STA020
REQ004644,STA015
REQ004645,STA008
REQ004646,STA019
REQ004647,STA002
REQ004648,STA009
REQ004649,STA013
REQ004650,STA020
REQ004651,STA010
REQ004652,STA012
REQ004653,STA010
REQ004654,STA008
REQ004655,STA019
REQ004656,STA015
REQ004657,STA013
REQ004658,STA012
REQ004659,STA001
REQ004660,STA005
REQ004661,STA010
REQ004662,STA014
REQ004663,STA014
REQ004664,STA005
REQ004665,STA010
REQ004666,STA020
REQ004667,STA006
REQ004668,STA011
REQ004669,STA016
REQ004670,STA013
REQ004671,STA009
REQ004672,STA018
REQ004673,STA020
REQ004674,STA001
REQ004675,STA013
REQ004676,STA010
REQ004677,STA014
REQ004678,STA017
REQ004679,STA001
REQ004680,STA006
REQ004681,STA010
REQ004682,STA017
REQ004683,STA018
REQ004684,STA012
REQ004685,STA020
REQ004686,STA002
REQ004687,STA011
REQ004688,STA009
REQ004689,STA020
REQ004690,STA009
REQ004691,STA020
REQ004692,STA011
REQ004693,STA020
REQ004694,STA009
REQ004695,STA019
REQ004696,STA004
REQ004697,STA020
REQ004698,STA007
REQ004699,STA008
REQ004700,STA003
REQ004701,STA015
REQ004702,STA008
REQ004703,STA018
REQ004704,STA010
REQ004705,STA006
REQ004706,STA017
REQ004707,STA008
REQ004708,STA016
REQ004709,STA012
REQ004710,STA008
REQ004711,STA008
REQ004712,STA003
REQ004713,STA007
REQ004714,STA020
REQ004715,STA005
REQ004716,STA006
REQ004717,STA013
REQ004718,STA011
REQ004719,STA004
REQ004720,STA014
REQ004721,STA005
REQ004722,STA018
REQ004723,STA003
REQ004724,STA006
REQ004725,STA006
REQ004726,STA018
REQ004727,STA004
REQ004728,STA018
REQ004729,STA014
REQ004730,STA011
REQ004731,STA013
REQ004732,STA016
REQ004733,STA020
REQ004734,STA010
REQ004735,STA007
REQ004736,STA018
REQ004737,STA020
REQ004738,STA016
REQ004739,STA007
REQ004740,STA008
REQ004741,STA006
REQ004742,STA020
REQ004743,STA001
REQ004744,STA016
REQ004745,STA003
REQ004746,STA018
REQ004747,STA011
REQ004748,STA017
REQ004749,STA005
REQ004750,STA009
REQ004751,STA015
REQ004752,STA019
REQ004753,STA014
REQ004754,STA003
REQ004755,STA011
REQ004756,STA002
REQ004757,STA008
REQ004758,STA009
REQ004759,STA001
REQ004760,STA020
REQ004761,STA002
REQ004762,STA004
REQ004763,STA020
REQ004764,STA014
REQ004765,STA015
REQ004766,STA020
REQ004767,STA001
REQ004768,STA004
REQ004769,STA005
REQ004770,STA009
REQ004771,STA014
REQ004772,STA020
REQ004773,STA018
REQ004774,STA012
REQ004775,STA014
REQ004776,STA015
REQ004777,STA010
REQ004778,STA016
REQ004779,STA014
REQ004780,STA010
REQ004781,STA020
REQ004782,STA009
REQ004783,STA012
REQ004784,STA001
REQ004785,STA009
REQ004786,STA002
REQ004787,STA018
REQ004788,STA007
REQ004789,STA012
REQ004790,STA010
REQ004791,STA013
REQ004792,STA014
REQ004793,STA020
REQ004794,STA001
REQ004795,STA004
REQ004796,STA014
REQ004797,STA003
REQ004798,STA018
REQ004799,STA003
REQ004800,STA017
REQ004801,STA019
REQ004802,STA016
REQ004803,STA004
REQ004804,STA009
REQ004805,STA003
REQ004806,STA013
REQ004807,STA016
REQ004808,STA013
REQ004809,STA005
REQ004810,STA018
REQ004811,STA001
REQ004812,STA016
REQ004813,STA009
REQ004814,STA017
REQ004815,STA011
REQ004816,STA015
REQ004817,STA017
REQ004818,STA006
REQ004819,STA013
REQ004820,STA006
REQ004821,STA010
REQ004822,STA014
REQ004823,STA012
REQ004824,STA001
REQ004825,STA004
REQ004826,STA018
REQ004827,STA007
REQ004828,STA004
REQ004829,STA003
REQ004830,STA012
REQ004831,STA010
REQ004832,STA005
REQ004833,STA012
REQ004834,STA005
REQ004835,STA016
REQ004836,STA015
REQ004837,STA016
REQ004838,STA017
REQ004839,STA016
REQ004840,STA005
REQ004841,STA018
REQ004842,STA010
REQ004843,STA014
REQ004844,STA010
REQ004845,STA019
REQ004846,STA001
REQ004847,STA019
REQ004848,STA008
REQ004849,STA002
REQ004850,STA013
REQ004851,STA005
REQ004852,STA019
REQ004853,STA019
REQ004854,STA019
REQ004855,STA010
REQ004856,STA010
REQ004857,STA013
REQ004858,STA019
REQ004859,STA012
REQ004860,STA017
REQ004861,STA020
REQ004862,STA006
REQ004863,STA003
REQ004864,STA019
REQ004865,STA007
REQ004866,STA016
REQ004867,STA008
REQ004868,STA004
REQ004869,STA015
REQ004870,STA015
REQ004871,STA004
REQ004872,STA018
REQ004873,STA009
REQ004874,STA006
REQ004875,STA002
REQ004876,STA002
REQ004877,STA001
REQ004878,STA017
REQ004879,STA009
REQ004880,STA005
REQ004881,STA001
REQ004882,STA003
REQ004883,STA011
REQ004884,STA019
REQ004885,STA019
REQ004886,STA007
REQ004887,STA015
REQ004888,STA018
REQ004889,STA019
REQ004890,STA001
REQ004891,STA020
REQ004892,STA017
REQ004893,STA011
REQ004894,STA009
REQ004895,STA005
REQ004896,STA004
REQ004897,STA006
REQ004898,STA012
REQ004899,STA009
REQ004900,STA003
REQ004901,STA008
REQ004902,STA008
REQ004903,STA013
REQ004904,STA008
REQ004905,STA018
REQ004906,STA004
REQ004907,STA019
REQ004908,STA020
REQ004909,STA016
REQ004910,STA005
REQ004911,STA020
REQ004912,STA003
REQ004913,STA013
REQ004914,STA013
REQ004915,STA008
REQ004916,STA020
REQ004917,STA008
REQ004918,STA019
REQ004919,STA019
REQ004920,STA012
REQ004921,STA016
REQ004922,STA010
REQ004923,STA010
REQ004924,STA015
REQ004925,STA011
REQ004926,STA012
REQ004927,STA003
REQ004928,STA001
REQ004929,STA013
REQ004930,STA015
REQ004931,STA012
REQ004932,STA014
REQ004933,STA011
REQ004934,STA006
REQ004935,STA016
REQ004936,STA014
REQ004937,STA010
REQ004938,STA016
REQ004939,STA008
REQ004940,STA018
REQ004941,STA015
REQ004942,STA014
REQ004943,STA004
REQ004944,STA007
REQ004945,STA018
REQ004946,STA011
REQ004947,STA016
REQ004948,STA001
REQ004949,STA020
REQ004950,STA011
REQ004951,STA005
REQ004952,STA016
REQ004953,STA020
REQ004954,STA015
REQ004955,STA017
REQ004956,STA007
REQ004957,STA007
REQ004958,STA001
REQ004959,STA019
REQ004960,STA008
REQ004961,STA008
REQ004962,STA005
REQ004963,STA001
REQ004964,STA002
REQ004965,STA010
REQ004966,STA013
REQ004967,STA019
REQ004968,STA008
REQ004969,STA011
REQ004970,STA002
REQ004971,STA004
REQ004972,STA012
REQ004973,STA017
REQ004974,STA019
REQ004975,STA008
REQ004976,STA019
REQ004977,STA015
REQ004978,STA013
REQ004979,STA012
REQ004980,STA009
REQ004981,STA013
REQ004982,STA019
REQ004983,STA019
REQ004984,STA014
REQ004985,STA012
REQ004986,STA020
REQ004987,STA017
REQ004988,STA017
REQ004989,STA002
REQ004990,STA011
REQ004991,STA020
REQ004992,STA013
REQ004993,STA011
REQ004994,STA013
REQ004995,STA010
REQ004996,STA008
REQ004997,STA017
REQ004998,STA015
REQ004999,STA010
REQ005000,STA017
REQ005001,STA020
REQ005002,STA003
REQ005003,STA011
REQ005004,STA010
REQ005005,STA007
REQ005006,STA018
REQ005007,STA016
REQ005008,STA014
REQ005009,STA011
REQ005010,STA011
REQ005011,STA011
REQ005012,STA001
REQ005013,STA004
REQ005014,STA003
REQ005015,STA012
REQ005016,STA004
REQ005017,STA007
REQ005018,STA019
REQ005019,STA020
REQ005020,STA013
REQ005021,STA001
REQ005022,STA019
REQ005023,STA015
REQ005024,STA005
REQ005025,STA005
REQ005026,STA006
REQ005027,STA020
REQ005028,STA009
REQ005029,STA009
REQ005030,STA012
REQ005031,STA009
REQ005032,STA016
REQ005033,STA005
REQ005034,STA017
REQ005035,STA015
REQ005036,STA007
REQ005037,STA007
REQ005038,STA002
REQ005039,STA016
REQ005040,STA013
REQ005041,STA018
REQ005042,STA019
REQ005043,STA014
REQ005044,STA011
REQ005045,STA019
REQ005046,STA011
REQ005047,STA008
REQ005048,STA017
REQ005049,STA019
REQ005050,STA007
REQ005051,STA019
REQ005052,STA001
REQ005053,STA006
REQ005054,STA008
REQ005055,STA005
REQ005056,STA011
REQ005057,STA018
REQ005058,STA018
REQ005059,STA008
REQ005060,STA002
REQ005061,STA016
REQ005062,STA019
REQ005063,STA012
REQ005064,STA016
REQ005065,STA016
REQ005066,STA005
REQ005067,STA001
REQ005068,STA012
REQ005069,STA017
REQ005070,STA011
REQ005071,STA005
REQ005072,STA011
REQ005073,STA010
REQ005074,STA012
REQ005075,STA002
REQ005076,STA001
REQ005077,STA014
REQ005078,STA006
REQ005079,STA015
REQ005080,STA014
REQ005081,STA016
REQ005082,STA001
REQ005083,STA017
REQ005084,STA004
REQ005085,STA018
REQ005086,STA019
REQ005087,STA005
REQ005088,STA008
REQ005089,STA019
REQ005090,STA005
REQ005091,STA010
REQ005092,STA019
REQ005093,STA012
REQ005094,STA020
REQ005095,STA001
REQ005096,STA017
REQ005097,STA012
REQ005098,STA010
REQ005099,STA004
REQ005100,STA002
REQ005101,STA020
REQ005102,STA017
REQ005103,STA003
REQ005104,STA015
REQ005105,STA014
REQ005106,STA004
REQ005107,STA013
REQ005108,STA020
REQ005109,STA003
REQ005110,STA005
REQ005111,STA011
REQ005112,STA013
REQ005113,STA006
REQ005114,STA010
REQ005115,STA013
REQ005116,STA007
REQ005117,STA017
REQ005118,STA017
REQ005119,STA003
REQ005120,STA018
REQ005121,STA004
REQ005122,STA008
REQ005123,STA013
REQ005124,STA016
REQ005125,STA008
REQ005126,STA006
REQ005127,STA007
REQ005128,STA010
REQ005129,STA015
REQ005130,STA011
REQ005131,STA011
REQ005132,STA007
REQ005133,STA018
REQ005134,STA008
REQ005135,STA018
REQ005136,STA015
REQ005137,STA009
REQ005138,STA015
REQ005139,STA013
REQ005140,STA020
REQ005141,STA016
REQ005142,STA007
REQ005143,STA003
REQ005144,STA002
REQ005145,STA010
REQ005146,STA005
REQ005147,STA012
REQ005148,STA010
REQ005149,STA012
REQ005150,STA001
REQ005151,STA002
REQ005152,STA010
REQ005153,STA009
REQ005154,STA009
REQ005155,STA017
REQ005156,STA012
REQ005157,STA019
REQ005158,STA015
REQ005159,STA020
REQ005160,STA019
REQ005161,STA010
REQ005162,STA004
REQ005163,STA004
REQ005164,STA016
REQ005165,STA006
REQ005166,STA017
REQ005167,STA003
REQ005168,STA012
REQ005169,STA006
REQ005170,STA016
REQ005171,STA016
REQ005172,STA016
REQ005173,STA012
REQ005174,STA009
REQ005175,STA006
REQ005176,STA012
REQ005177,STA019
REQ005178,STA016
REQ005179,STA005
REQ005180,STA011
REQ005181,STA002
REQ005182,STA002
REQ005183,STA007
REQ005184,STA015
REQ005185,STA008
REQ005186,STA013
REQ005187,STA016
REQ005188,STA009
REQ005189,STA006
REQ005190,STA010
REQ005191,STA009
REQ005192,STA013
REQ005193,STA010
REQ005194,STA005
REQ005195,STA020
REQ005196,STA007
REQ005197,STA008
REQ005198,STA010
REQ005199,STA004
REQ005200,STA001
REQ005201,STA011
REQ005202,STA009
REQ005203,STA014
REQ005204,STA013
REQ005205,STA004
REQ005206,STA013
REQ005207,STA009
REQ005208,STA003
REQ005209,STA014
REQ005210,STA017
REQ005211,STA002
REQ005212,STA002
REQ005213,STA020
REQ005214,STA004
REQ005215,STA009
REQ005216,STA017
REQ005217,STA007
REQ005218,STA020
REQ005219,STA013
REQ005220,STA007
REQ005221,STA010
REQ005222,STA015
REQ005223,STA004
REQ005224,STA016
REQ005225,STA017
REQ005226,STA011
REQ005227,STA008
REQ005228,STA013
REQ005229,STA011
REQ005230,STA009
REQ005231,STA004
REQ005232,STA018
REQ005233,STA016
REQ005234,STA014
REQ005235,STA019
REQ005236,STA012
REQ005237,STA019
REQ005238,STA008
REQ005239,STA015
REQ005240,STA009
REQ005241,STA008
REQ005242,STA007
REQ005243,STA009
REQ005244,STA012
REQ005245,STA010
REQ005246,STA002
REQ005247,STA003
REQ005248,STA018
REQ005249,STA012
REQ005250,STA018
REQ005251,STA005
REQ005252,STA006
REQ005253,STA009
REQ005254,STA008
REQ005255,STA016
REQ005256,STA005
REQ005257,STA012
REQ005258,STA019
REQ005259,STA013
REQ005260,STA011
REQ005261,STA010
REQ005262,STA016
REQ005263,STA015
REQ005264,STA014
REQ005265,STA006
REQ005266,STA014
REQ005267,STA004
REQ005268,STA020
REQ005269,STA015
REQ005270,STA011
REQ005271,STA005
REQ005272,STA017
REQ005273,STA007
REQ005274,STA015
REQ005275,STA011
REQ005276,STA016
REQ005277,STA015
REQ005278,STA002
REQ005279,STA005
REQ005280,STA017
REQ005281,STA019
REQ005282,STA004
REQ005283,STA006
REQ005284,STA016
REQ005285,STA010
REQ005286,STA014
REQ005287,STA010
REQ005288,STA008
REQ005289,STA017
REQ005290,STA010
REQ005291,STA018
REQ005292,STA014
REQ005293,STA020
REQ005294,STA013
REQ005295,STA003
REQ005296,STA020
REQ005297,STA020
REQ005298,STA013
REQ005299,STA009
REQ005300,STA007
REQ005301,STA016
REQ005302,STA015
REQ005303,STA002
REQ005304,STA008
REQ005305,STA005
REQ005306,STA001
REQ005307,STA009
REQ005308,STA018
REQ005309,STA019
REQ005310,STA012
REQ005311,STA005
REQ005312,STA020
REQ005313,STA006
REQ005314,STA009
REQ005315,STA009
REQ005316,STA013
REQ005317,STA015
REQ005318,STA016
REQ005319,STA008
REQ005320,STA020
REQ005321,STA017
REQ005322,STA001
REQ005323,STA017
REQ005324,STA008
REQ005325,STA012
REQ005326,STA018
REQ005327,STA012
REQ005328,STA017
REQ005329,STA012
REQ005330,STA012
REQ005331,STA002
REQ005332,STA015
REQ005333,STA001
REQ005334,STA008
REQ005335,STA013
REQ005336,STA018
REQ005337,STA015
REQ005338,STA003
REQ005339,STA018
REQ005340,STA004
REQ005341,STA007
REQ005342,STA019
REQ005343,STA010
REQ005344,STA016
REQ005345,STA018
REQ005346,STA018
REQ005347,STA002
REQ005348,STA017
REQ005349,STA001
REQ005350,STA017
REQ005351,STA010
REQ005352,STA017
REQ005353,STA004
REQ005354,STA009
REQ005355,STA015
REQ005356,STA007
REQ005357,STA002
REQ005358,STA020
REQ005359,STA017
REQ005360,STA007
REQ005361,STA003
REQ005362,STA019
REQ005363,STA016
REQ005364,STA014
REQ005365,STA002
REQ005366,STA020
REQ005367,STA019
REQ005368,STA011
REQ005369,STA017
REQ005370,STA011
REQ005371,STA010
REQ005372,STA017
REQ005373,STA006
REQ005374,STA018
REQ005375,STA020
REQ005376,STA009
REQ005377,STA002
REQ005378,STA002
REQ005379,STA009
REQ005380,STA010
REQ005381,STA006
REQ005382,STA013
REQ005383,STA002
REQ005384,STA017
REQ005385,STA004
REQ005386,STA014
REQ005387,STA008
REQ005388,STA010
REQ005389,STA019
REQ005390,STA019
REQ005391,STA003
REQ005392,STA004
REQ005393,STA002
REQ005394,STA002
REQ005395,STA005
REQ005396,STA015
REQ005397,STA006
REQ005398,STA006
REQ005399,STA016
REQ005400,STA016
REQ005401,STA011
REQ005402,STA015
REQ005403,STA020
REQ005404,STA006
REQ005405,STA007
REQ005406,STA010
REQ005407,STA012
REQ005408,STA020
REQ005409,STA001
REQ005410,STA005
REQ005411,STA020
REQ005412,STA019
REQ005413,STA010
REQ005414,STA003
REQ005415,STA010
REQ005416,STA005
REQ005417,STA012
REQ005418,STA001
REQ005419,STA012
REQ005420,STA013
REQ005421,STA017
REQ005422,STA017
REQ005423,STA003
REQ005424,STA009
REQ005425,STA002
REQ005426,STA011
REQ005427,STA002
REQ005428,STA009
REQ005429,STA016
REQ005430,STA011
REQ005431,STA003
REQ005432,STA005
REQ005433,STA015
REQ005434,STA019
REQ005435,STA009
REQ005436,STA001
REQ005437,STA003
REQ005438,STA006
REQ005439,STA010
REQ005440,STA020
REQ005441,STA012
REQ005442,STA019
REQ005443,STA003
REQ005444,STA007
REQ005445,STA001
REQ005446,STA005
REQ005447,STA001
REQ005448,STA009
REQ005449,STA001
REQ005450,STA017
REQ005451,STA010
REQ005452,STA004
REQ005453,STA006
REQ005454,STA005
REQ005455,STA013
REQ005456,STA010
REQ005457,STA012
REQ005458,STA013
REQ005459,STA001
REQ005460,STA014
REQ005461,STA013
REQ005462,STA018
REQ005463,STA016
REQ005464,STA005
REQ005465,STA015
REQ005466,STA010
REQ005467,STA003
REQ005468,STA018
REQ005469,STA011
REQ005470,STA012
REQ005471,STA008
REQ005472,STA003
REQ005473,STA014
REQ005474,STA020
REQ005475,STA009
REQ005476,STA013
REQ005477,STA010
REQ005478,STA008
REQ005479,STA020
REQ005480,STA005
REQ005481,STA017
REQ005482,STA008
REQ005483,STA017
REQ005484,STA016
REQ005485,STA020
REQ005486,STA001
REQ005487,STA018
REQ005488,STA011
REQ005489,STA016
REQ005490,STA018
REQ005491,STA017
REQ005492,STA018
REQ005493,STA005
REQ005494,STA004
REQ005495,STA011
REQ005496,STA015
REQ005497,STA007
REQ005498,STA009
REQ005499,STA006
REQ005500,STA011
REQ005501,STA007
REQ005502,STA015
REQ005503,STA006
REQ005504,STA017
REQ005505,STA002
REQ005506,STA012
REQ005507,STA014
REQ005508,STA018
REQ005509,STA009
REQ005510,STA019
REQ005511,STA020
REQ005512,STA003
REQ005513,STA009
REQ005514,STA017
REQ005515,STA016
REQ005516,STA020
REQ005517,STA020
REQ005518,STA002
REQ005519,STA012
REQ005520,STA012
REQ005521,STA018
REQ005522,STA003
REQ005523,STA004
REQ005524,STA003
REQ005525,STA020
REQ005526,STA006
REQ005527,STA018
REQ005528,STA020
REQ005529,STA002
REQ005530,STA014
REQ005531,STA017
REQ005532,STA015
REQ005533,STA008
REQ005534,STA005
REQ005535,STA012
REQ005536,STA005
REQ005537,STA004
REQ005538,STA003
REQ005539,STA017
REQ005540,STA011
REQ005541,STA004
REQ005542,STA010
REQ005543,STA015
REQ005544,STA004
REQ005545,STA005
REQ005546,STA018
REQ005547,STA008
REQ005548,STA019
REQ005549,STA010
REQ005550,STA005
REQ005551,STA020
REQ005552,STA004
REQ005553,STA005
REQ005554,STA016
REQ005555,STA008
REQ005556,STA008
REQ005557,STA004
REQ005558,STA003
REQ005559,STA016
REQ005560,STA008
REQ005561,STA015
REQ005562,STA004
REQ005563,STA016
REQ005564,STA010
REQ005565,STA001
REQ005566,STA015
REQ005567,STA011
REQ005568,STA001
REQ005569,STA016
REQ005570,STA005
REQ005571,STA004
REQ005572,STA006
REQ005573,STA006
REQ005574,STA005
REQ005575,STA006
REQ005576,STA002
REQ005577,STA020
REQ005578,STA018
REQ005579,STA004
REQ005580,STA008
REQ005581,STA009
REQ005582,STA014
REQ005583,STA013
REQ005584,STA017
REQ005585,STA016
REQ005586,STA012
REQ005587,STA012
REQ005588,STA020
REQ005589,STA015
REQ005590,STA011
REQ005591,STA009
REQ005592,STA015
REQ005593,STA002
REQ005594,STA006
REQ005595,STA003
REQ005596,STA006
REQ005597,STA001
REQ005598,STA008
REQ005599,STA007
REQ005600,STA011
REQ005601,STA012
REQ005602,STA005
REQ005603,STA003
REQ005604,STA008
REQ005605,STA020
REQ005606,STA016
REQ005607,STA011
REQ005608,STA002
REQ005609,STA004
REQ005610,STA014
REQ005611,STA006
REQ005612,STA016
REQ005613,STA003
REQ005614,STA005
REQ005615,STA006
REQ005616,STA015
REQ005617,STA020
REQ005618,STA018
REQ005619,STA008
REQ005620,STA015
REQ005621,STA001
REQ005622,STA020
REQ005623,STA005
REQ005624,STA005
REQ005625,STA013
REQ005626,STA019
REQ005627,STA014
REQ005628,STA007
REQ005629,STA016
REQ005630,STA016
REQ005631,STA005
REQ005632,STA010
REQ005633,STA009
REQ005634,STA001
REQ005635,STA004
REQ005636,STA020
REQ005637,STA004
REQ005638,STA018
REQ005639,STA006
REQ005640,STA004
REQ005641,STA005
REQ005642,STA018
REQ005643,STA015
REQ005644,STA008
REQ005645,STA005
REQ005646,STA019
REQ005647,STA006
REQ005648,STA009
REQ005649,STA007
REQ005650,STA005
REQ005651,STA014
REQ005652,STA008
REQ005653,STA016
REQ005654,STA008
REQ005655,STA003
REQ005656,STA006
REQ005657,STA007
REQ005658,STA004
REQ005659,STA020
REQ005660,STA013
REQ005661,STA017
REQ005662,STA013
REQ005663,STA012
REQ005664,STA011
REQ005665,STA006
REQ005666,STA010
REQ005667,STA011
REQ005668,STA014
REQ005669,STA017
REQ005670,STA017
REQ005671,STA015
REQ005672,STA013
REQ005673,STA015
REQ005674,STA007
REQ005675,STA009
REQ005676,STA009
REQ005677,STA010
REQ005678,STA015
REQ005679,STA006
REQ005680,STA009
REQ005681,STA019
REQ005682,STA015
REQ005683,STA019
REQ005684,STA020
REQ005685,STA015
REQ005686,STA005
REQ005687,STA003
REQ005688,STA004
REQ005689,STA004
REQ005690,STA014
REQ005691,STA017
REQ005692,STA012
REQ005693,STA015
REQ005694,STA011
REQ005695,STA012
REQ005696,STA011
REQ005697,STA002
REQ005698,STA019
REQ005699,STA008
REQ005700,STA014
REQ005701,STA002
REQ005702,STA020
REQ005703,STA008
REQ005704,STA001
REQ005705,STA006
REQ005706,STA013
REQ005707,STA007
REQ005708,STA007
REQ005709,STA005
REQ005710,STA001
REQ005711,STA012
REQ005712,STA018
REQ005713,STA003
REQ005714,STA016
REQ005715,STA001
REQ005716,STA017
REQ005717,STA017
REQ005718,STA002
REQ005719,STA016
REQ005720,STA008
REQ005721,STA016
REQ005722,STA001
REQ005723,STA011
REQ005724,STA001
REQ005725,STA009
REQ005726,STA012
REQ005727,STA007
REQ005728,STA011
REQ005729,STA020
REQ005730,STA013
REQ005731,STA017
REQ005732,STA008
REQ005733,STA015
REQ005734,STA005
REQ005735,STA001
REQ005736,STA010
REQ005737,STA011
REQ005738,STA006
REQ005739,STA003
REQ005740,STA016
REQ005741,STA016
REQ005742,STA017
REQ005743,STA014
REQ005744,STA012
REQ005745,STA007
REQ005746,STA011
REQ005747,STA010
REQ005748,STA011
REQ005749,STA010
REQ005750,STA008
REQ005751,STA020
REQ005752,STA018
REQ005753,STA018
REQ005754,STA018
REQ005755,STA019
REQ005756,STA015
REQ005757,STA001
REQ005758,STA009
REQ005759,STA018
REQ005760,STA009
REQ005761,STA016
REQ005762,STA018
REQ005763,STA010
REQ005764,STA008
REQ005765,STA012
REQ005766,STA002
REQ005767,STA011
REQ005768,STA011
REQ005769,STA015
REQ005770,STA010
REQ005771,STA002
REQ005772,STA020
REQ005773,STA008
REQ005774,STA004
REQ005775,STA009
REQ005776,STA010
REQ005777,STA004
REQ005778,STA001
REQ005779,STA004
REQ005780,STA019
REQ005781,STA003
REQ005782,STA010
REQ005783,STA010
REQ005784,STA020
REQ005785,STA017
REQ005786,STA002
REQ005787,STA013
REQ005788,STA013
REQ005789,STA007
REQ005790,STA003
REQ005791,STA014
REQ005792,STA018
REQ005793,STA003
REQ005794,STA008
REQ005795,STA008
REQ005796,STA001
REQ005797,STA002
REQ005798,STA014
REQ005799,STA020
REQ005800,STA019
REQ005801,STA007
REQ005802,STA013
REQ005803,STA010
REQ005804,STA005
REQ005805,STA014
REQ005806,STA018
REQ005807,STA018
REQ005808,STA001
REQ005809,STA001
REQ005810,STA012
REQ005811,STA007
REQ005812,STA017
REQ005813,STA010
REQ005814,STA015
REQ005815,STA004
REQ005816,STA003
REQ005817,STA002
REQ005818,STA004
REQ005819,STA009
REQ005820,STA011
